Header,Timestamp
Visit California,12/27/2017
Visit California,1/23/2018
Visit California,3/7/2018
Visit California,4/29/2018
Visit California,5/31/2018
Visit California,6/20/2018
Visit California,7/31/2018
Visit California,8/29/2018
Visit California,10/9/2018
Visit California,11/30/2018
Visit California,1/22/2019
Visit California,12/24/2018
Visit California,2/28/2019
Lost Forgotten Visit California,4/8/2016
Lost Forgotten Visit California,11/11/2016
Lost Forgotten Visit California,12/22/2016
Lost Forgotten Visit California,12/20/2016
Lost Forgotten Visit California,12/19/2017
Lost Forgotten Visit California,12/24/2018
Lost Forgotten Visit California,12/21/2016
Lost Forgotten Visit California,12/20/2017
California Travel Tourism Commission,6/30/2011
Life California Visit California,8/26/2012
Life California Visit California,1/16/2013
Life California Visit California,2/7/2013
Life California Visit California,4/25/2013
Life California Visit California,8/18/2013
Life California Visit California,2/9/2014
California Travel Tourism Commission,6/30/2011
Adventure Life California Visit California,5/5/2012
Adventure Life California Visit California,1/16/2013
Adventure Life California Visit California,2/7/2013
Adventure Life California Visit California,4/25/2013
Adventure Life California Visit California,8/18/2013
Adventure Life California Visit California,2/9/2014
Lost Forgotten Visit California,7/14/2015
Major Miner Visit California,9/23/2011
Major Miner Visit California,11/3/2011
Major Miner Visit California,5/8/2012
Major Miner Visit California,11/14/2012
Major Miner Visit California,1/30/2013
Major Miner Visit California,2/7/2013
Major Miner Visit California,5/10/2013
Major Miner Visit California,4/9/2014
Major Miner Visit California,8/21/2014
Island Away Visit California,5/8/2012
Island Away Visit California,11/14/2012
Island Away Visit California,1/30/2013
Island Away Visit California,2/7/2013
Island Away Visit California,5/10/2013
Island Away Visit California,4/9/2014
Island Away Visit California,8/21/2014
Desert Serenade Visit California,11/14/2012
Desert Serenade Visit California,1/30/2013
Desert Serenade Visit California,2/7/2013
Desert Serenade Visit California,5/10/2013
Desert Serenade Visit California,4/9/2014
Desert Serenade Visit California,8/22/2014
Girls Curl Visit California,5/8/2012
Girls Curl Visit California,11/14/2012
Girls Curl Visit California,1/30/2013
Girls Curl Visit California,2/7/2013
Girls Curl Visit California,5/10/2013
Girls Curl Visit California,4/9/2014
Girls Curl Visit California,8/22/2014
Gold Country Cool Visit California,9/25/2011
Gold Country Cool Visit California,5/8/2012
Gold Country Cool Visit California,11/14/2012
Gold Country Cool Visit California,1/30/2013
Gold Country Cool Visit California,2/7/2013
Gold Country Cool Visit California,5/10/2013
Gold Country Cool Visit California,10/29/2013
Gold Country Cool Visit California,4/9/2014
Gold Country Cool Visit California,8/21/2014
Lake Tahoe Snow Zone Visit California,11/3/2011
Lake Tahoe Snow Zone Visit California,5/8/2012
Lake Tahoe Snow Zone Visit California,11/14/2012
Lake Tahoe Snow Zone Visit California,1/30/2013
Lake Tahoe Snow Zone Visit California,2/7/2013
Lake Tahoe Snow Zone Visit California,5/10/2013
Lake Tahoe Snow Zone Visit California,4/9/2014
Lake Tahoe Snow Zone Visit California,8/22/2014
Land Giants Visit California,11/14/2012
Land Giants Visit California,1/30/2013
Land Giants Visit California,2/7/2013
Land Giants Visit California,5/10/2013
Land Giants Visit California,4/9/2014
Land Giants Visit California,8/22/2014
Moaning Caverns Descent Visit California,5/8/2012
Moaning Caverns Descent Visit California,11/14/2012
Moaning Caverns Descent Visit California,1/30/2013
Moaning Caverns Descent Visit California,2/7/2013
Moaning Caverns Descent Visit California,5/10/2013
Moaning Caverns Descent Visit California,4/9/2014
Moaning Caverns Descent Visit California,8/21/2014
Rocks Visit California,9/23/2011
Rocks Visit California,5/8/2012
Rocks Visit California,11/14/2012
Rocks Visit California,1/30/2013
Rocks Visit California,2/7/2013
Rocks Visit California,5/10/2013
Rocks Visit California,4/9/2014
Rocks Visit California,8/21/2014
One Whales Visit California,11/3/2011
One Whales Visit California,5/8/2012
One Whales Visit California,11/14/2012
One Whales Visit California,1/30/2013
One Whales Visit California,2/7/2013
One Whales Visit California,5/10/2013
One Whales Visit California,4/9/2014
One Whales Visit California,8/21/2014
Racing Green Visit California,11/5/2011
Racing Green Visit California,5/8/2012
Racing Green Visit California,11/14/2012
Racing Green Visit California,1/30/2013
Racing Green Visit California,2/8/2013
Racing Green Visit California,5/10/2013
Racing Green Visit California,4/9/2014
Racing Green Visit California,8/21/2014
Riding Mavericks Monsters Visit California,9/26/2011
Riding Mavericks Monsters Visit California,11/5/2011
Riding Mavericks Monsters Visit California,5/8/2012
Riding Mavericks Monsters Visit California,11/14/2012
Riding Mavericks Monsters Visit California,1/30/2013
Riding Mavericks Monsters Visit California,2/7/2013
Riding Mavericks Monsters Visit California,5/10/2013
Riding Mavericks Monsters Visit California,4/9/2014
Riding Mavericks Monsters Visit California,8/21/2014
Grandest Road Trip Visit California,5/8/2012
Grandest Road Trip Visit California,11/14/2012
Grandest Road Trip Visit California,1/30/2013
Grandest Road Trip Visit California,2/8/2013
Grandest Road Trip Visit California,5/10/2013
Grandest Road Trip Visit California,4/9/2014
Grandest Road Trip Visit California,8/21/2014
Whitewater Thrills Visit California,11/3/2011
Whitewater Thrills Visit California,5/8/2012
Whitewater Thrills Visit California,1/30/2013
Whitewater Thrills Visit California,2/7/2013
Whitewater Thrills Visit California,5/10/2013
Whitewater Thrills Visit California,4/9/2014
Whitewater Thrills Visit California,8/22/2014
Behind Scenes Life California Visit California,5/5/2012
Behind Scenes Life California Visit California,1/16/2013
Behind Scenes Life California Visit California,4/25/2013
Behind Scenes Life California Visit California,7/2/2014
Lost Forgotten Visit California,4/11/2015
Lost Forgotten Visit California,7/14/2015
Friends High Places Visit California,5/8/2012
Friends High Places Visit California,11/15/2012
Friends High Places Visit California,1/30/2013
Friends High Places Visit California,2/8/2013
Good Life Visit California,5/8/2012
Good Life Visit California,11/15/2012
Good Life Visit California,1/30/2013
Good Life Visit California,2/8/2013
Misconceptions Visit California,5/8/2012
Misconceptions Visit California,11/14/2012
Misconceptions Visit California,1/30/2013
Misconceptions Visit California,2/7/2013
Visit California,5/8/2012
Visit California,11/15/2012
Visit California,1/30/2013
Visit California,2/8/2013
California Dreamers Life California Visit California,1/16/2013
California Dreamers Life California Visit California,2/7/2013
California Dreamers Life California Visit California,4/25/2013
California Dreamers Life California Visit California,2/9/2014
California Dreamers Life California Visit California,7/2/2014
Lost Forgotten Visit California,7/14/2015
Lost Forgotten Visit California,3/17/2016
Aboard Napa Wine Train Visit California,1/30/2013
Aboard Napa Wine Train Visit California,2/7/2013
Aboard Napa Wine Train Visit California,5/10/2013
Aboard Napa Wine Train Visit California,4/9/2014
Aboard Napa Wine Train Visit California,8/22/2014
Ben Affleck California's Golden Man Silver Screen Visit California,5/10/2013
Ben Affleck California's Golden Man Silver Screen Visit California,4/9/2014
Ben Affleck California's Golden Man Silver Screen Visit California,8/22/2014
Celebrating California Dreamers Visit California,4/9/2014
Celebrating California Dreamers Visit California,8/22/2014
California Inspires Movie Magic Visit California,1/30/2013
California Inspires Movie Magic Visit California,2/7/2013
California Inspires Movie Magic Visit California,5/10/2013
California Inspires Movie Magic Visit California,4/9/2014
California Inspires Movie Magic Visit California,8/22/2014
California's Greatest Theme Parks Visit California,1/30/2013
California's Greatest Theme Parks Visit California,2/7/2013
California's Greatest Theme Parks Visit California,5/10/2013
California's Greatest Theme Parks Visit California,4/9/2014
California's Greatest Theme Parks Visit California,8/22/2014
Catalina Island Hollywood's Great Escape Visit California,4/9/2014
Catalina Island Hollywood's Great Escape Visit California,8/22/2014
Celebs Set California Desert Aglow Visit California,1/30/2013
Celebs Set California Desert Aglow Visit California,2/7/2013
Celebs Set California Desert Aglow Visit California,5/10/2013
Celebs Set California Desert Aglow Visit California,4/9/2014
Celebs Set California Desert Aglow Visit California,8/22/2014
Celebs Tee California Visit California,1/30/2013
Celebs Tee California Visit California,2/7/2013
Celebs Tee California Visit California,5/10/2013
Celebs Tee California Visit California,4/9/2014
Celebs Tee California Visit California,8/22/2014
CheckIn Hotels Stars Visit California,1/30/2013
CheckIn Hotels Stars Visit California,2/7/2013
CheckIn Hotels Stars Visit California,5/10/2013
CheckIn Hotels Stars Visit California,4/9/2014
CheckIn Hotels Stars Visit California,8/22/2014
Cheryl Burke Dancing California Star Visit California,1/30/2013
Cheryl Burke Dancing California Star Visit California,2/7/2013
Cheryl Burke Dancing California Star Visit California,5/10/2013
Cheryl Burke Dancing California Star Visit California,4/9/2014
Cheryl Burke Dancing California Star Visit California,8/22/2014
Cheryl Burke's Humble Beginnings Visit California,1/30/2013
Cheryl Burke's Humble Beginnings Visit California,2/7/2013
Cheryl Burke's Humble Beginnings Visit California,5/10/2013
Cheryl Burke's Humble Beginnings Visit California,4/9/2014
Cheryl Burke's Humble Beginnings Visit California,8/22/2014
Chris Jacobs Explores California Wine Country Visit California,1/30/2013
Chris Jacobs Explores California Wine Country Visit California,2/7/2013
Chris Jacobs Explores California Wine Country Visit California,5/10/2013
Chris Jacobs Explores California Wine Country Visit California,4/9/2014
Chris Jacobs Explores California Wine Country Visit California,8/22/2014
Chris Jacobs Trip California Wine Country Visit California,1/30/2013
Chris Jacobs Trip California Wine Country Visit California,2/7/2013
Chris Jacobs Trip California Wine Country Visit California,5/10/2013
Chris Jacobs Trip California Wine Country Visit California,4/9/2014
Chris Jacobs Trip California Wine Country Visit California,8/22/2014
Clint Eastwood Gets Lucky Carmel Visit California,1/30/2013
Clint Eastwood Gets Lucky Carmel Visit California,2/7/2013
Clint Eastwood Gets Lucky Carmel Visit California,5/10/2013
Clint Eastwood Gets Lucky Carmel Visit California,4/9/2014
Clint Eastwood Gets Lucky Carmel Visit California,8/22/2014
Clint Eastwood's Pet Project Visit California,1/30/2013
Clint Eastwood's Pet Project Visit California,2/7/2013
Clint Eastwood's Pet Project Visit California,5/10/2013
Clint Eastwood's Pet Project Visit California,4/9/2014
Clint Eastwood's Pet Project Visit California,8/22/2014
Concert Venues Take Center Stage Visit California,1/30/2013
Concert Venues Take Center Stage Visit California,2/7/2013
Concert Venues Take Center Stage Visit California,5/10/2013
Concert Venues Take Center Stage Visit California,4/9/2014
Concert Venues Take Center Stage Visit California,8/22/2014
Dining Stars CelebOwned Restaurants Visit California,1/30/2013
Dining Stars CelebOwned Restaurants Visit California,2/7/2013
Dining Stars CelebOwned Restaurants Visit California,5/10/2013
Dining Stars CelebOwned Restaurants Visit California,4/9/2014
Dining Stars CelebOwned Restaurants Visit California,8/22/2014
George Lopez California Funny Man Visit California,4/9/2014
George Lopez California Funny Man Visit California,8/22/2014
Guy Fieri California's Culinary Rock Star Visit California,1/30/2013
Guy Fieri California's Culinary Rock Star Visit California,2/7/2013
Guy Fieri California's Culinary Rock Star Visit California,5/10/2013
Guy Fieri California's Culinary Rock Star Visit California,4/9/2014
Guy Fieri California's Culinary Rock Star Visit California,8/22/2014
Guy Fieri Hometown Tour Visit California,1/30/2013
Guy Fieri Hometown Tour Visit California,2/7/2013
Guy Fieri Hometown Tour Visit California,5/10/2013
Guy Fieri Hometown Tour Visit California,4/9/2014
Guy Fieri Hometown Tour Visit California,8/22/2014
Hollywood's Best Heat Desert Visit California,1/30/2013
Hollywood's Best Heat Desert Visit California,2/7/2013
Hollywood's Best Heat Desert Visit California,5/10/2013
Hollywood's Best Heat Desert Visit California,4/9/2014
Hollywood's Best Heat Desert Visit California,8/22/2014
Hollywood's Hottest Homes Visit California,1/30/2013
Hollywood's Hottest Homes Visit California,2/7/2013
Hollywood's Hottest Homes Visit California,5/10/2013
Hollywood's Hottest Homes Visit California,4/9/2014
Hollywood's Hottest Homes Visit California,8/22/2014
Inside Wolfgang Puck's Kitchen Visit California,1/30/2013
Inside Wolfgang Puck's Kitchen Visit California,2/7/2013
Inside Wolfgang Puck's Kitchen Visit California,5/10/2013
Inside Wolfgang Puck's Kitchen Visit California,4/9/2014
Inside Wolfgang Puck's Kitchen Visit California,8/22/2014
Jay Leno King California's Open Roads Visit California,1/30/2013
Jay Leno King California's Open Roads Visit California,2/7/2013
Jay Leno King California's Open Roads Visit California,5/10/2013
Jay Leno King California's Open Roads Visit California,4/9/2014
